SampleID,SiteID,Date,Year,State,StreamName,LatutudeWQ,LongitudeWQ,HabitatType,habitat,WaterTemp_C,DOPercent,DO_mgL,Turbidity_NTU,Conductivity_Scm,pH,Topeka_Shiner
16MNRKMND90,BO1A,6/28/2016,2016,MN,Mound_Creek,43.544,-96.178,stream,stream,23.98,113.9,7.99,49.4,796.8,8.22,0
17MNRKELK30,RM4A,6/1/2017,2017,MN,Elk_Creek,43.672,-96.072,stream,stream,19.8,157,12.24,27.9,797.2,8.65,0
15MNRKCPPD25,SC1A,6/15/2015,2015,MN,Champepedan_Creek,43.718,-96.077,stream,stream,19.47,33.3,2.93,43.8,797.6,6.89,0
15MNRKKNZ05,KE1A,6/4/2015,2015,MN,Kanaranzi_Creek,43.641,-95.916,stream,stream,20.47,123.6,10.73,25.3,797.8,6.88,0
15MNRKCPPD23,OL4A,6/10/2015,2015,MN,Champepedan_Creek,43.727,-96.065,stream,stream,23.61,108.3,8.85,54.3,798.1,6.94,0
15MNRKCPPD17,OL1A,6/10/2015,2015,MN,Champepedan_Creek,43.728,-96.058,stream,stream,19.8,42.7,3.69,47.4,798.2,6.97,0
15MNRKKNZ08,RE1A,6/4/2015,2015,MN,Kanaranzi_Creek,43.641,-95.914,stream,stream,22.15,147,12.34,23.5,798.9,6.98,0
17MNRKCPPD20,KR123A,6/1/2017,2017,MN,Champepedan_Creek,43.763,-96.049,stream,stream,19.36,131.6,10.09,43.1,799.4,8.7,0
15MNRKCPPD19,OL2A,6/10/2015,2015,MN,Champepedan_Creek,43.729,-96.058,stream,stream,21.44,102.1,8.72,46.1,800.5,6.95,0
15MNRKCPPD21,OL3A,6/10/2015,2015,MN,Champepedan_Creek,43.728,-96.06,stream,stream,22.73,104.4,8.67,50.1,800.6,6.95,0
15MNRKPLRT34,PCT2A,6/18/2015,2015,MN,Poplar_Creek_Tributary,43.867,-96.204,stream,stream,17.55,95.4,8.78,28.3,801,6.7,41
15MNRKPLRT32,PCT1A,6/18/2015,2015,MN,Poplar_Creek_Tributary,43.87,-96.205,stream,stream,16.3,89.7,8.22,62.2,804.7,6.7,31
18MNRKKNZ57,ADAM,2018,2018,MN,Kanaranzi_Creek,43.645,-95.935,stream,stream,17,89.6,,80.7,805,,0
18MNRKKNZ61,ADAM,2018,2018,MN,Kanaranzi_Creek,43.644,-95.94,stream,stream,16.5,88.3,,92.8,805,,0
16MNRKCPPD107,OL13A,7/27/2016,2016,MN,Champepedan_Creek,43.728,-96.058,stream,stream,23.08,125.7,8.96,8.7,805.5,8.13,0
16MNRKELK57,RM4A,5/20/2016,2016,MN,Elk_Creek,43.672,-96.073,stream,stream,12.94,124.1,10.94,6.1,807.7,8.1,2
16MNRKPLRT101,PCT2A,6/29/2016,2016,MN,Poplar_Creek_Tributary,43.866,-96.205,stream,stream,21.93,98,7.15,37.9,807.7,8,3
16MNRKPLRT99,PCT1A,6/29/2016,2016,MN,Poplar_Creek_Tributary,43.866,-96.205,stream,stream,21.93,98,7.15,37.9,807.7,8,5
15MNRKPLR28,PC1A,6/18/2015,2015,MN,Poplar_Creek,43.893,-96.168,stream,stream,22.36,123.7,10.66,36.8,816.6,6.91,13
15MNRKPLR30,PC2A,6/18/2015,2015,MN,Poplar_Creek,43.867,-96.199,stream,stream,23.59,133.2,10.78,24.8,816.7,6.95,42
16MNRKCPPD105,KR123A,7/27/2016,2016,MN,Champepedan_Creek,43.761,-96.05,stream,stream,23.35,122.9,8.69,9.5,818.6,8.04,1
16MNRKRKRT39,KA2A,5/19/2016,2016,MN,Rock_River_Tributary,43.929,-96.185,stream,stream,13.47,96.6,8.41,21.1,819.7,7.95,78
15MNBSSTRK54,VA23A,8/3/2015,2015,MN,Split_Rock_Creek,43.765,-96.445,stream,stream,25.13,132.2,10.36,70.5,824,7.05,0
15MNBSSTRK53,VA1A,8/3/2015,2015,MN,Split_Rock_Creek,43.768,-96.444,stream,stream,25.03,139.8,11.14,71.4,824.3,7.03,1
16MNRKPLR95,PC2A,6/29/2016,2016,MN,Poplar_Creek,43.865,-96.204,stream,stream,24.13,127.7,8.92,27.6,824.7,8.17,46
16MNRKPLR96,PC1A,6/29/2016,2016,MN,Poplar_Creek,43.865,-96.204,stream,stream,24.13,127.7,8.92,27.6,824.7,8.17,1
15MNBSSTRK57,VA4A,8/3/2015,2015,MN,Split_Rock_Creek,43.765,-96.447,stream,stream,26.39,150.3,11.64,65.1,825.2,7.08,2
17MNBSSTRK81,WLA,6/15/2017,2017,MN,Split_Rock_Creek,43.835,-96.416,stream,stream,21.63,97.2,7.15,59.3,836.3,8.53,12
16MNRKKNZ61,KE1A,6/14/2016,2016,MN,Kanaranzi_Creek,43.652,-95.931,stream,stream,19.05,100.3,7.76,24.1,841,8.08,0
16MNRKKNZ88,KELLEN16,6/28/2016,2016,MN,Kanaranzi_Creek,43.655,-95.894,stream,stream,19.4,119.2,9.15,35,847.4,8.06,0
16MNRKKNZ89,RE1A,6/28/2016,2016,MN,Kanaranzi_Creek,43.658,-95.93,stream,stream,21.2,124,9.18,27.2,850.9,8.07,0
16MNRKKNZ87,MA1A,6/28/2016,2016,MN,Kanaranzi_Creek,43.644,-95.96,stream,stream,19.74,116.3,8.85,34.1,853.2,8.02,0
16MNRKKNZ86,MA2A,6/28/2016,2016,MN,Kanaranzi_Creek,43.639,-95.959,stream,stream,19.15,111.5,8.59,44,853.6,8.13,0
16MNRKKNZ63,LU1A,6/14/2016,2016,MN,Kanaranzi_Creek,43.623,-95.994,stream,stream,21.06,108.2,8.04,54.2,856.4,8.15,0
16MNRKRKRT22,HA1A,5/17/2016,2016,MN,Rock_River_Tributary,43.615,-96.352,stream,stream,15.6,106.1,8.8,4.2,861.6,8.08,1
16MNRKKNZ65,SV1A,6/14/2016,2016,MN,Kanaranzi_Creek,43.637,-95.961,stream,stream,21.29,112.1,8.28,32.5,865.7,8.13,0
16MNRKELKT23,MD1A,5/18/2016,2016,MN,Elk_Creek_Tributary,43.688,-95.986,stream,stream,15.02,127.4,10.73,11.8,898.1,7.74,0
16MNRKMUD91,MUD,6/28/2016,2016,MN,Mud_Creek,43.544,-96.341,stream,stream,22.3,142.2,10.3,89.8,912.7,7.95,0
16MNRKRKRT25,LV1A,5/18/2016,2016,MN,Rock_River_Tributary,43.656,-96.198,stream,stream,11.2,103.7,9.67,11.6,929.3,8.11,3
18MNRKRKR33,BA1A,2018,2018,MN,Rock_River,43.649,-96.199,stream,stream,19.6,79.2,,89.9,948,,1
17MNBSBVRT03,HA123A,6/1/2017,2017,MN,Beaver_Creek_Tributary,43.615,-96.352,stream,stream,12.7,104.4,9.24,21.7,1101,8.5,0
15MNRKRKR45,BA1,6/30/2015,2015,MN,Rock_River,43.649,-96.199,stream,stream,18.48,.,.,25.1,1397,6.26,1
16MNBSPPS74,PSAD,6/23/2016,2016,MN,Pipestone_Creek,44.023,-96.329,stream,stream,21.38,185.5,13.69,37.1,799.6,8.31,8
15MNRKKNZ38,ADAD,6/22/2015,2015,MN,Kanaranzi_Creek,43.645,-95.935,stream,stream,25.13,46.5,3.71,25.9,802.3,6.91,0
16MNBSPPS76,PSAWF,6/23/2016,2016,MN,Pipestone_Creek,44.015,-96.318,stream,stream,18.1,137,10.8,5.4,846.6,7.82,0
16MNRKKNZ60,ADAD,6/13/2016,2016,MN,Kanaranzi_Creek,43.645,-95.935,stream,stream,22.67,135.3,9.73,14.4,855.4,8.13,1
16MNRKSTR85,NUAD,6/27/2016,2016,MN,Split_Rock_Creek,43.762,-96.447,stream,stream,25.67,140.7,9.56,67.6,890.5,8.33,2
15MNBSPPS42,PSBD,6/23/2015,2015,MN,Pipestone_Creek,44.023,-96.33,stream,stream,15.18,102.2,9.91,31.4,740.8,6.73,4
15MNBSPPS41,PSAWF,6/23/2015,2015,MN,Pipestone_Creek,44.015,-96.318,stream,stream,14.27,98.5,9.7,11.8,826.9,6.44,0
28,61516-2,15-Jun-16,2016,IA,North_Raccoon_River,42.25518212,-94.81767344,Unrestored_Oxbow,oxbow,33,,7.02,51.7,318.1,9.4,0
151,Prairie_Engstrom_Oxbow,1-Jun-17,2017,IA,Prairie_Creek,42.8622386,-93.99275236,Unrestored_Oxbow,oxbow,18.6,,11.3,11.7,336.3,10,33
115,Prairie_0_Oxbow,8-Aug-16,2016,IA,Prairie_Creek,42.84872988,-93.97043252,Unrestored_Oxbow,oxbow,24.9,,5.78,47.5,339.6,8.6,76
163,63017-2,30-Jun-17,2017,IA,Cedar_Creek,42.25462736,-94.53352447,Unrestored_Oxbow,oxbow,23.065,,6.48,30.2,346.9,8.6,14
20,Eagle_153_Oxbow,11-Jun-16,2016,IA,Eagle_Creek,42.65684971,-93.8334211,Unrestored_Oxbow,oxbow,25.6,,5.27,64.1,350.2,8.7,238
26,61516-1,15-Jun-16,2016,IA,North_Raccoon_River,42.25590742,-94.82090452,Unrestored_Oxbow,oxbow,25.5,,0.62,104,378.2,8.2,0
103,81616-1,16-Aug-16,2016,IA,_North_Raccon_River,42.16689631,-94.73241914,Unrestored_Oxbow,oxbow,19.99,,2.93,14.2,388,7.47,0
104,81616-2,16-Aug-16,2016,IA,Lake_Creek,42.24585745,-94.79386915,Unrestored_Oxbow,oxbow,19.99,,2.93,14.2,388,7.5,0
152,WFC_80_Oxbow,30-May-17,2017,IA,White_Fox_Creek,42.63251176,-93.7446049,Unrestored_Oxbow,oxbow,15.7,,8.8,53.5,402.6,8.4,0
31,Eagle_151_Oxbow,24-Jun-16,2016,IA,Eagle_Creek,42.65148873,-93.83178171,Unrestored_Oxbow,oxbow,17,,6.88,4.35,418,8.4,14
170,71017-1,10-Jul-17,2017,IA,Purgatory_Creek,42.2225472,-94.62757793,Unrestored_Oxbow,oxbow,25.22,,6.15,19.2,457,8.02,0
30,61616-1,16-Jun-16,2016,IA,North_Raccoon_River,42.25527867,-94.81612136,Unrestored_Oxbow,oxbow,24.3,,6.52,33.5,487.1,8.3,0
70,71916-2,19-Jul-16,2016,MN,Rock_River,43.49355173,-96.18028927,Unrestored_Oxbow,oxbow,25.4,,12.67,27.1,489,9,29
178,62417-1,24-Jun-17,2017,MN,Rock_River,43.21672152,-96.27543968,Unrestored_Oxbow,oxbow,23.48,,4.4,28.1,498.3,7.9,0
130,60517-1,5-Jun-17,2017,IA,West_Buttrick_Creek,42.05414708,-94.28485262,Unrestored_Oxbow,oxbow,24.2,,5.71,25.2,504.3,8.3,0
131,60517-2,5-Jun-17,2017,IA,East_Buttrick_Creek,42.08321749,-94.24705127,Unrestored_Oxbow,oxbow,23.41,,5.38,38.9,520.6,8.2,1
24,Prairie_9_Oxbow,15-Jun-16,2016,IA,Prairie_Creek,42.88830793,-94.01162369,Unrestored_Oxbow,oxbow,26.3,,6.26,14.5,532,8.2,32
127,60117-2,2-Jun-17,2017,IA,East_Buttrick_Creek,42.23818911,-94.23909051,Unrestored_Oxbow,oxbow,21.24,,5.93,24.6,534,8.05,1
21,Prairie_8_Oxbow,15-Jun-16,2016,IA,Prairie_Creek,42.88706506,-94.01139679,Unrestored_Oxbow,oxbow,24.9,,10.5,9.03,535,8,0
177,62317-3,23-Jun-17,2017,MN,Little_Rock_River,43.4471359,-95.90484374,Unrestored_Oxbow,oxbow,23.07,,6.26,24.3,540.3,8.2,1
69,71916-1,19-Jul-16,2016,MN,Rock_River,43.49054253,-96.18050369,Unrestored_Oxbow,oxbow,23.1,,6.87,22.9,543.8,8.4,2
105,Eagle_135_Oxbow,27-Jul-16,2016,IA,Eagle_Creek,42.58823251,-93.8461349,Unrestored_Oxbow,oxbow,21,,1.46,4.29,546,7.6,0
71,72016-1,20-Jul-16,2016,MN,Otter_Creek,43.30161034,-96.05671309,Unrestored_Oxbow,oxbow,23.2,,4.91,31.6,547.9,7.9,0
180,62317-2,23-Jun-17,2017,MN,Little_Rock_River,43.41230004,-95.94414956,Unrestored_Oxbow,oxbow,24.05,,6.17,31.9,548.1,8.4,4
212,71717-1,17-Jul-17,2017,IA,North_Raccoon_River,42.6737434,-95.06159967,Unrestored_Oxbow,oxbow,27.82,,8.44,29.9,562,7.87,0
90,WFC_at_BooneRr_Oxbow,8-Jul-16,2016,IA,White_Fox_Creek,42.47511347,-93.80854119,Unrestored_Oxbow,oxbow,20.1,,3.01,6.05,574,7.6,0
179,62317-1,23-Jun-17,2017,MN,Little_Rock_River,43.4043491,-95.95025407,Unrestored_Oxbow,oxbow,23.81,,4.38,17,578.7,7.9,0
72,72016-2,20-Jul-16,2016,MN,Otter_Creek,43.29991908,-96.05208354,Unrestored_Oxbow,oxbow,24.23,,2.08,13,583,7.6,0
100,Eagle_129_Oxbow,22-Jul-16,2016,IA,Eagle_Creek,42.57261264,-93.85385433,Unrestored_Oxbow,oxbow,24,,0.7,17.4,594,7.1,0
106,Eagle_137_Oxbow,27-Jul-16,2016,IA,Eagle_Creek,42.59101783,-93.84744464,Unrestored_Oxbow,oxbow,24.8,,2.12,5.86,604,7.7,0
210,Boone_KopaskaNorth_Oxbow,8-Aug-17,2017,IA,Boone_River,42.41759593,-93.80281876,Unrestored_Oxbow,oxbow,18.2,,4.1,7,608,8.2,0
209,Boone_KopaskaSouth_Oxbow,8-Aug-17,2017,IA,Boone_River,42.41656368,-93.80424307,Unrestored_Oxbow,oxbow,19.4,,3.1,70.5,608,8.2,0
102,81516-1,15-Aug-16,2016,IA,Cedar_Creek_2,42.42783261,-94.94213472,Unrestored_Oxbow,oxbow,21.41,,0.6,9.42,679,7.56,0
99,WFC_60_Oxbow,21-Jul-16,2016,IA,White_Fox_Creek,42.56610254,-93.77217892,Unrestored_Oxbow,oxbow,23.5,,2.68,8.13,697,8,0
171,71017-2,10-Jul-17,2017,IA,Purgatory_Creek,42.21868884,-94.63024185,Unrestored_Oxbow,oxbow,32.5,,2.58,28.3,739,7.51,0
