,1,2,17,18,25,26,27,28,30,47,48,69,70,71,72,87,88,106,123,124,125,127,148,149,169,170,183,186,187,188,189,190,194,205,206,211,222,227,230,233,234,236,245,246,247,267,268,269,270,271,273,282,289,4,5,6,9,31,32,33,34,38,39,52,53,55,76,92,93,94,95,113,114,115,129,130,131,133,134,135,155,156,171,172,173,174,175,195,196,197,198,199,213,217,218,223,225,237,238,250,251,252,253,256,257,258,274,275,276,280,285,294,297,299,154,56,177,255
X1,0,22.6507455,36.27860718,39.76813525,0,0,5.64112548,8.768873954,34.92397001,12.97774373,31.69143533,16.44731331,27.68323463,18.55677168,23.41302341,28.72599143,30.45853355,16.31625793,19.1385812,22.56745803,19.4010713,19.1405812,17.81147659,33.66532064,27.05182134,10.06025442,0,18.55677168,17.50706445,28.72599143,28.72599143,32.22319823,40.10013525,1.12327845,0.953604908,25.97519579,17.50806445,12.97774373,26.54668802,30.3992202,19.25435052,24.10211419,3.712990885,13.5643814,20.84822086,0,13.48368778,35.39518325,23.51547414,30.45853355,20.84281394,13.23368778,23.51547414,58.209511,48.47348858,52.24100054,73.00455052,34.50672177,40.34537841,59.91565022,55.03751546,69.36944125,76.74881966,52.56919987,52.56719987,83.69973189,70.14640233,65.72493289,73.02579766,63.37098453,52.83947909,53.12221183,44.18686103,75.7374216,56.16684261,53.12987666,57.85692639,68.96879811,74.59299288,75.7374216,55.61859497,52.6548382,40.69557611,48.14531931,51.65893762,53.36242772,56.33705078,38.5266952,65.37837445,66.48667862,66.9632351,40.99187726,34.17819643,44.31562003,70.72140233,40.56087726,67.27551432,50.7972668,60.46554671,49.83608042,48.92781532,50.08990049,39.75737841,77.77810084,74.25785026,72.61735955,61.29104633,63.37098453,51.9695083,50.7942668,45.39702203,74.92785026,50.7992668,58.35338542,84.25756955,86.49988361,88.78743283,85.4112186
X2,0,0,13.62786168,17.11738975,0,0,0,0,12.27322451,0,9.040689833,0,5.032489131,0,0.762277906,6.075245927,7.807788048,0,0,0,0,0,0,11.01457514,4.401075841,0,0,0,0,6.075245927,6.075245927,9.572452727,17.44938975,0,0,3.324450288,0,0,3.895942523,7.748474696,0,1.451368687,0,0,0,0,0,12.74443775,0.864728635,7.807788048,0,0,0.864728635,35.5587655,25.82274308,29.59025504,50.35380502,11.85597627,17.69463291,37.26490472,32.38676996,46.71869575,54.09807416,29.91845437,29.91645437,61.04898638,47.49565683,43.07418739,50.37505216,40.72023903,30.18873359,30.47146632,21.53611553,53.0866761,33.51609711,30.47913116,35.20618089,46.31805261,51.94224738,53.0866761,32.96784947,30.0040927,18.04483061,25.49457381,29.00819212,30.71168222,33.68630528,15.8759497,42.72762895,43.83593312,44.3124896,18.34113176,11.52745093,21.66487453,48.07065683,17.91013176,44.62476882,28.1465213,37.81480121,27.18533492,26.27706982,27.43915499,17.10663291,55.12735534,51.60710476,49.96661404,38.64030083,40.72023903,29.3187628,28.1435213,22.74627652,52.27710476,28.1485213,35.70263991,61.60682405,63.84913811,66.13668733,62.7604731
X17,0,0,0,3.489528068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.821528068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93090382,12.19488139,15.96239335,36.72594334,0,4.066771228,23.63704304,18.75890828,33.09083407,40.47021248,16.29059269,16.28859269,47.4211247,33.86779515,29.44632571,36.74719048,27.09237735,16.56087191,16.84360464,7.908253845,39.45881441,19.88823543,16.85126947,21.57831921,32.69019093,38.3143857,39.45881441,19.33998778,16.37623102,4.416968927,11.86671213,15.38033043,17.08382054,20.05844359,2.248088015,29.09976726,30.20807144,30.68462792,4.713270072,0,8.037012846,34.44279515,4.282270072,30.99690714,14.51865961,24.18693953,13.55747324,12.64920814,13.81129331,3.478771228,41.49949366,37.97924307,36.33875236,25.01243914,27.09237735,15.69090112,14.51565961,9.118414842,38.64924307,14.52065961,22.07477823,47.97896236,50.22127643,52.50882564,49.13261142
X18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44137575,8.705353326,12.47286529,33.23641527,0,0.57724316,20.14751497,15.26938021,29.601306,36.98068441,12.80106462,12.79906462,43.93159663,30.37826708,25.95679764,33.25766241,23.60284928,13.07134384,13.35407657,4.418725777,35.96928635,16.39870736,13.36174141,18.08879114,29.20066286,34.82485763,35.96928635,15.85045972,12.88670295,0.927440859,8.377184058,11.89080237,13.59429247,16.56891553,0,25.6102392,26.71854337,27.19509985,1.223742004,0,4.547484778,30.95326708,0.792742004,27.50737907,11.02913155,20.69741146,10.06794517,9.159680073,10.32176524,0,38.00996559,34.48971501,32.84922429,21.52291107,23.60284928,12.20137305,11.02613155,5.628886774,35.15971501,11.03113155,18.58525016,44.4894343,46.73174836,49.01929757,45.64308335
X25,1.552780698,24.2035262,37.83138788,41.32091595,0,0.563114535,7.193906178,10.32165465,36.47675071,14.53052443,33.24421603,18.00009401,29.23601533,20.10955237,24.96580411,30.27877213,32.01131425,17.86903863,20.6913619,24.12023873,20.95385199,20.6933619,19.36425729,35.21810134,28.60460204,11.61303512,0,20.10955237,19.05984515,30.27877213,30.27877213,33.77597893,41.65291595,2.676059149,2.506385607,27.52797649,19.06084515,14.53052443,28.09946872,31.9520009,20.80713121,25.65489489,5.265771583,15.11716209,22.40100156,0.255664505,15.03646848,36.94796395,25.06825483,32.01131425,22.39559464,14.78646848,25.06825483,59.7622917,50.02626928,53.79378124,74.55733122,36.05950247,41.89815911,61.46843092,56.59029616,70.92222195,78.30160036,54.12198057,54.11998057,85.25251258,71.69918303,67.27771359,74.57857836,64.92376523,54.39225979,54.67499252,45.73964173,77.2902023,57.71962331,54.68265736,59.40970709,70.52157881,76.14577358,77.2902023,57.17137567,54.2076189,42.24835681,49.69810001,53.21171832,54.91520842,57.88983148,40.0794759,66.93115515,68.03945932,68.5160158,42.54465795,35.73097713,45.86840073,72.27418303,42.11365795,68.82829502,52.3500475,62.01832741,51.38886112,50.48059602,51.64268119,41.31015911,79.33088154,75.81063096,74.17014024,62.84382702,64.92376523,53.522289,52.3470475,46.94980272,76.48063096,52.3520475,59.90616611,85.81035025,88.05266431,90.34021353,86.9639993
X26,0.989666163,23.64041166,37.26827335,40.75780142,0,0,6.630791642,9.758540117,35.91363617,13.96740989,32.6811015,17.43697947,28.6729008,19.54643784,24.40268957,29.71565759,31.44819971,17.3059241,20.12824736,23.55712419,20.39073746,20.13024736,18.80114276,34.6549868,28.04148751,11.04992059,0,19.54643784,18.49673062,29.71565759,29.71565759,33.21286439,41.08980142,2.112944613,1.943271071,26.96486195,18.49773062,13.96740989,27.53635419,31.38888636,20.24401668,25.09178035,4.702657047,14.55404756,21.83788703,0,14.47335394,36.38484941,24.5051403,31.44819971,21.83248011,14.22335394,24.5051403,59.19917717,49.46315474,53.2306667,73.99421669,35.49638793,41.33504458,60.90531639,56.02718162,70.35910741,77.73848583,53.55886603,53.55686603,84.68939805,71.13606849,66.71459905,74.01546383,64.3606507,53.82914525,54.11187799,45.17652719,76.72708776,57.15650877,54.11954282,58.84659255,69.95846427,75.58265904,76.72708776,56.60826113,53.64450436,41.68524227,49.13498547,52.64860378,54.35209388,57.32671694,39.51636136,66.36804061,67.47634479,67.95290127,41.98154342,35.16786259,45.30528619,71.71106849,41.55054342,68.26518049,51.78693296,61.45521287,50.82574658,49.91748149,51.07956666,40.74704458,78.76776701,75.24751642,73.60702571,62.28071249,64.3606507,52.95917447,51.78393296,46.38668819,75.91751642,51.78893296,59.34305158,85.24723571,87.48954977,89.77709899,86.40088477
X27,0,17.00962002,30.6374817,34.12700977,0,0,0,3.127748474,29.28284453,7.336618249,26.05030985,10.80618783,22.04210915,12.9156462,17.77189793,23.08486595,24.81740807,10.67513245,13.49745572,16.92633255,13.75994582,13.49945572,12.17035112,28.02419516,21.41069586,4.419128944,0,12.9156462,11.86593897,23.08486595,23.08486595,26.58207275,34.45900977,0,0,20.33407031,11.86693897,7.336618249,20.90556255,24.75809472,13.61322504,18.46098871,0,7.923255917,15.20709538,0,7.842562302,29.75405777,17.87434866,24.81740807,15.20168846,7.592562302,17.87434866,52.56838552,42.8323631,46.59987506,67.36342504,28.86559629,34.70425293,54.27452474,49.39638998,63.72831577,71.10769418,46.92807439,46.92607439,78.05860641,64.50527685,60.08380741,67.38467218,57.72985905,47.19835361,47.48108635,38.54573555,70.09629612,50.52571713,47.48875118,52.21580091,63.32767263,68.9518674,70.09629612,49.97746949,47.01371272,35.05445063,42.50419383,46.01781214,47.72130224,50.6959253,32.88556972,59.73724897,60.84555314,61.32210962,35.35075178,28.53707095,38.67449455,65.08027685,34.91975178,61.63438884,45.15614132,54.82442123,44.19495494,43.28668985,44.44877501,34.11625293,72.13697536,68.61672478,66.97623407,55.64992085,57.72985905,46.32838282,45.15314132,39.75589655,69.28672478,45.15814132,52.71225994,78.61644407,80.85875813,83.14630735,79.77009312
X28,0,13.88187155,27.50973323,30.9992613,0,0,0,0,26.15509605,4.208869774,22.92256138,7.678439355,18.91436068,9.787897722,14.64414945,19.95711747,21.6896596,7.547383979,10.36970724,13.79858408,10.63219734,10.37170724,9.042602641,24.89644668,18.28294739,1.291380469,0,9.787897722,8.738190499,19.95711747,19.95711747,23.45432427,31.3312613,0,0,17.20632183,8.739190499,4.208869774,17.77781407,21.63034624,10.48547656,15.33324023,0,4.795507443,12.07934691,0,4.714813828,26.6263093,14.74660018,21.6896596,12.07393999,4.464813828,14.74660018,49.44063705,39.70461462,43.47212658,64.23567657,25.73784781,31.57650446,51.14677627,46.26864151,60.6005673,67.97994571,43.80032592,43.79832592,74.93085793,61.37752838,56.95605894,64.25692371,54.60211058,44.07060514,44.35333787,35.41798707,66.96854764,47.39796866,44.3610027,49.08805244,60.19992416,65.82411893,66.96854764,46.84972101,43.88596425,31.92670216,39.37644536,42.89006366,44.59355377,47.56817682,29.75782125,56.60950049,57.71780467,58.19436115,32.2230033,25.40932248,35.54674608,61.95252838,31.7920033,58.50664037,42.02839284,51.69667276,41.06720647,40.15894137,41.32102654,30.98850446,69.00922689,65.4889763,63.84848559,52.52217237,54.60211058,43.20063435,42.02539284,36.62814807,66.1589763,42.03039284,49.58451146,75.48869559,77.73100966,80.01855887,76.64234465
X30,0,0,1.354637177,4.844165245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.176165245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471213245,0,0,0,0,0,23.285541,13.54951857,17.31703053,38.08058052,0,5.421408405,24.99168022,20.11354545,34.44547125,41.82484966,17.64522986,17.64322986,48.77576188,35.22243232,30.80096288,38.10182766,28.44701453,17.91550908,18.19824182,9.262891022,40.81345159,21.2428726,18.20590665,22.93295638,34.0448281,39.66902287,40.81345159,20.69462496,17.73086819,5.771606104,13.2213493,16.73496761,18.43845771,21.41308077,3.602725192,30.45440444,31.56270862,32.0392651,6.06790725,0,9.391650023,35.79743232,5.63690725,32.35154432,15.87329679,25.5415767,14.91211041,14.00384532,15.16593049,4.833408405,42.85413084,39.33388025,37.69338954,26.36707632,28.44701453,17.0455383,15.87029679,10.47305202,40.00388025,15.87529679,23.42941541,49.33359954,51.5759136,53.86346282,50.4872486
