,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,83,84,84,85,85,86,86,87,87,88,88,89,90,91,91,92,93,94,94,95,95,96,96,97,97,98,98,99,99,100,101,101,102,103,104,104,105,106,107,108,108,109,109,110,111,112,112,113,113,114,115,115,116,117,118,119,119,120,120,121,122,123,123,124,125,126,127,127,128,129,130,131,132,133,134,135,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
X1,0,22.6507455,39.80545009,58.209511,48.47348858,52.24100054,56.97714749,55.73670561,73.00455052,80.71668821,0,0,0,0,0,0,36.27860718,39.76813525,60.26329381,45.03383903,0,0,0,0,0,0,5.64112548,8.768873954,31.94909435,34.92397001,34.50672177,40.34537841,59.91565022,55.03751546,56.97714749,69.19022602,76.27524066,69.36944125,76.74881966,46.86638776,0,0,0,0,0,7.918400186,12.97774373,31.69143533,38.40363616,29.13321573,31.01657873,52.56919987,52.56719987,54.46342008,83.69973189,86.49988361,81.89649069,85.05105125,39.59097958,64.40013814,0,0,0,0,0,0,0,4.770338785,16.44731331,27.68323463,18.55677168,23.41302341,32.11409435,32.11409435,38.24136435,70.14640233,44.6905005,65.86555941,67.62956297,79.89837381,0,0,0,0,0,0,0,0,23.05099198,23.05099198,28.72599143,28.72599143,30.45853355,30.45853355,62.80264439,55.80263366,40.71333415,40.71533415,65.72493289,73.02579766,63.37098453,63.37098453,52.83947909,52.83847909,87.63294068,87.69894068,49.72798746,49.72798746,55.23710062,55.49170561,58.22531329,58.22531329,60.39910862,0,0,0,0,0,0,0,16.31625793,23.31059697,25.2574961,25.2574961,32.34109435,32.34109435,54.21674532,37.54502023,37.29174101,37.29274101,53.12221183,53.12321183,44.18686103,75.7374216,75.7374216,79.84337381,58.41267392,49.93482635,56.47131406,56.47131406,60.41410862,60.41310862,0,0,19.1385812,19.1395812,22.56745803,19.4010713,36.49014629,0,19.1405812,45.74232683,56.16684261,53.12987666,57.85692639,37.29074101,68.96879811,74.59299288,75.7374216,75.7374216,79.84337381,76.05574028,58.41267392,55.73670561,51.85447181,0,0,0,0,12.00169254,26.18693696,45.67105894,17.81147659,33.66532064,42.71354973,35.6269077,61.78770742,49.74867267,84.25756955,55.61859497,52.6548382,47.62933925,71.99147835,60.99872,54.62766943,0,0,0,0,0,0,15.70605765,25.2574961,27.05182134,10.06025442,40.69557611,48.14531931,51.65893762,53.36242772,56.33705078,75.98724066,88.78743283,83.97149178,55.73770561,62.51460573,0,0,0,3.190629192,15.40455803,18.55677168,17.50706445,28.72599143,28.72599143,32.22319823,32.34109435,36.06869337,35.6269077,40.10013525,38.5266952,65.37837445,66.48667862,66.9632351,40.99187726,58.30332845,0,0,0,0,1.12327845,0.953604908,19.62234617,33.46256995,30.3909421,23.97153011,25.97519579,0,34.17819643,35.5289077,35.5289077,46.28016795,44.31562003,70.72140233,61.91555766,61.25782494,51.77847181,17.50806445,40.56087726,28.95541821,67.27551432,32.53765279,12.97774373,61.91455766,4.631338785,26.54668802,0,35.26545907,30.3992202,19.25435052,51.13385164,24.10211419,50.7972668,60.46554671,40.95626778,0,0,0,0,6.589816791,3.712990885,13.5643814,20.84822086,38.06735498,29.24421573,49.83608042,48.92781532,50.08990049,39.75737841,62.23670742,85.4112186,77.77810084,74.25785026,72.61735955,75.5396234,51.70359,0,0,0,4.956977266,0.917189532,3.946338785,0,13.48368778,35.39518325,23.51547414,30.45853355,32.45874216,20.84281394,61.29104633,63.37098453,51.9695083,76.39074028,56.77664787,66.01957524,50.7942668,80.71668821,13.23368778,0,87.31366146,45.39702203,25.09261389,62.51460573,0,23.51547414,35.2069077,55.73670561,58.82546879,71.99047835,74.92785026,38.0248059,86.46493959,50.7992668,58.83067392,58.35338542,52.53762179
X2,0,0,17.15470459,35.5587655,25.82274308,29.59025504,34.32640199,33.08596011,50.35380502,58.06594271,0,0,0,0,0,0,13.62786168,17.11738975,37.61254831,22.38309353,0,0,0,0,0,0,0,0,9.298348844,12.27322451,11.85597627,17.69463291,37.26490472,32.38676996,34.32640199,46.53948051,53.62449516,46.71869575,54.09807416,24.21564226,0,0,0,0,0,0,0,9.040689833,15.75289066,6.48247023,8.365833231,29.91845437,29.91645437,31.81267457,61.04898638,63.84913811,59.24574519,62.40030574,16.94023408,41.74939264,0,0,0,0,0,0,0,0,0,5.032489131,0,0.762277906,9.463348844,9.463348844,15.59061884,47.49565683,22.039755,43.21481391,44.97881747,57.24762831,0,0,0,0,0,0,0,0,0.400246476,0.400246476,6.075245927,6.075245927,7.807788048,7.807788048,40.15189889,33.15188816,18.06258865,18.06458865,43.07418739,50.37505216,40.72023903,40.72023903,30.18873359,30.18773359,64.98219518,65.04819518,27.07724196,27.07724196,32.58635512,32.84096011,35.57456779,35.57456779,37.74836312,0,0,0,0,0,0,0,0,0.659851465,2.606750596,2.606750596,9.690348844,9.690348844,31.56599982,14.89427473,14.64099551,14.64199551,30.47146632,30.47246632,21.53611553,53.0866761,53.0866761,57.19262831,35.76192842,27.28408085,33.82056856,33.82056856,37.76336312,37.76236312,0,0,0,0,0,0,13.83940079,0,0,23.09158133,33.51609711,30.47913116,35.20618089,14.63999551,46.31805261,51.94224738,53.0866761,53.0866761,57.19262831,53.40499478,35.76192842,33.08596011,29.2037263,0,0,0,0,0,3.536191456,23.02031344,0,11.01457514,20.06280423,12.9761622,39.13696192,27.09792717,61.60682405,32.96784947,30.0040927,24.97859375,49.34073284,38.3479745,31.97692393,0,0,0,0,0,0,0,2.606750596,4.401075841,0,18.04483061,25.49457381,29.00819212,30.71168222,33.68630528,53.33649516,66.13668733,61.32074628,33.08696011,39.86386023,0,0,0,0,0,0,0,6.075245927,6.075245927,9.572452727,9.690348844,13.41794787,12.9761622,17.44938975,15.8759497,42.72762895,43.83593312,44.3124896,18.34113176,35.65258295,0,0,0,0,0,0,0,10.81182445,7.740196599,1.320784611,3.324450288,0,11.52745093,12.8781622,12.8781622,23.62942245,21.66487453,48.07065683,39.26481216,38.60707944,29.1277263,0,17.91013176,6.304672708,44.62476882,9.886907285,0,39.26381216,0,3.895942523,0,12.61471357,7.748474696,0,28.48310614,1.451368687,28.1465213,37.81480121,18.30552228,0,0,0,0,0,0,0,0,15.41660948,6.59347023,27.18533492,26.27706982,27.43915499,17.10663291,39.58596192,62.7604731,55.12735534,51.60710476,49.96661404,52.88887789,29.0528445,0,0,0,0,0,0,0,0,12.74443775,0.864728635,7.807788048,9.807996661,0,38.64030083,40.72023903,29.3187628,53.73999478,34.12590237,43.36882973,28.1435213,58.06594271,0,0,64.66291596,22.74627652,2.441868391,39.86386023,0,0.864728635,12.5561622,33.08596011,36.17472329,49.33973284,52.27710476,15.3740604,63.81419408,28.1485213,36.17992842,35.70263991,29.88687628
X3,0,0,0,18.40406092,8.668038491,12.43555045,17.1716974,15.93125552,33.19910044,40.91123813,0,0,0,0,0,0,0,0,20.45784372,5.228388942,0,0,0,0,0,0,0,0,0,0,0,0.539928325,20.11020014,15.23206538,17.1716974,29.38477593,36.46979058,29.56399117,36.94336958,7.060937678,0,0,0,0,0,0,0,0,0,0,0,12.76374978,12.76174978,14.65796999,43.8942818,46.69443352,42.0910406,45.24560116,0,24.59468805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.34095224,4.885050411,26.06010932,27.82411288,40.09292372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9971943,15.99718358,0.907884066,0.909884066,25.9194828,33.22034758,23.56553445,23.56553445,13.034029,13.033029,47.82749059,47.89349059,9.922537378,9.922537378,15.43165053,15.68625552,18.4198632,18.4198632,20.59365854,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41129524,0,0,0,13.31676174,13.31776174,4.381410942,35.93197151,35.93197151,40.03792372,18.60722383,10.12937627,16.66586397,16.66586397,20.60865854,20.60765854,0,0,0,0,0,0,0,0,0,5.936876743,16.36139252,13.32442657,18.0514763,0,29.16334802,34.78754279,35.93197151,35.93197151,40.03792372,36.25029019,18.60722383,15.93125552,12.04902172,0,0,0,0,0,0,5.865608853,0,0,2.908099643,0,21.98225733,9.943222583,44.45211946,15.81314488,12.84938811,7.823889166,32.18602826,21.19326991,14.82221934,0,0,0,0,0,0,0,0,0,0,0.890126025,8.339869223,11.85348753,13.55697763,16.53160069,36.18179058,48.98198274,44.1660417,15.93225552,22.70915565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294685165,0,25.57292436,26.68122854,27.15778502,1.18642717,18.49787837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.474717868,4.510169943,30.91595224,22.11010757,21.45237485,11.97302172,0,0.75542717,0,27.47006424,0,0,22.10910757,0,0,0,0,0,0,11.32840156,0,10.99181671,20.66009663,1.150817695,0,0,0,0,0,0,0,0,0,0,10.03063033,9.122365238,10.28445041,0,22.43125733,45.60576852,37.97265076,34.45240017,32.81190946,35.73417331,11.89813991,0,0,0,0,0,0,0,0,0,0,0,0,0,21.48559624,23.56553445,12.16405822,36.58529019,16.97119779,26.21412515,10.98881671,40.91123813,0,0,47.50821137,5.591571939,0,22.70915565,0,0,0,15.93125552,19.0200187,32.18502826,35.12240017,0,46.6594895,10.99381671,19.02522383,18.54793533,12.7321717
X4,0,0,0,0,0,0,0,0,14.79503952,22.50717721,0,0,0,0,0,0,0,0,2.053782808,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706139219,0,0,10.98071501,18.06572966,11.15993025,18.53930866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.49022088,28.29037261,23.68697969,26.84154024,0,6.190627137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.93689133,0,7.656048405,9.420051966,21.6888628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.593133385,0,0,0,7.515421886,14.81628666,5.16147353,5.16147353,0,0,29.42342967,29.48942967,0,0,0,0,0.015802284,0.015802284,2.189597618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52791059,17.52791059,21.6338628,0.203162916,0,0,0,2.204597618,2.203597618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75928711,16.38348188,17.52791059,17.52791059,21.6338628,17.84622927,0.203162916,0,0,0,0,0,0,0,0,0,0,0,0,0,3.578196415,0,26.04805854,0,0,0,13.78196734,2.789208994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77772966,30.57792182,25.76198078,0,4.30509473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.168863445,8.277167619,8.753724099,0,0.093817448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51189133,3.706046656,3.048313934,0,0,0,0,9.066003319,0,0,3.705046656,0,0,0,0,0,0,0,0,0,2.256035708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.027196415,27.2017076,19.56858984,16.04833925,14.40784854,17.33011239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.081535322,5.16147353,0,18.18122927,0,7.810064232,0,22.50717721,0,0,29.10415045,0,0,4.30509473,0,0,0,0,0.615957784,13.78096734,16.71833925,0,28.25542858,0,0.621162916,0.143874412,0
X5,0,0,0,9.736022426,0,3.76751196,8.503658911,7.26321703,24.53106194,32.24319963,0,0,0,0,0,0,0,0,11.78980523,0,0,0,0,0,0,0,0,0,0,0,0,0,11.44216165,6.564026884,8.503658911,20.71673744,27.80175208,20.89595267,28.27533108,0,0,0,0,0,0,0,0,0,0,0,0,4.095711291,4.093711291,5.989931497,35.22624331,38.02639503,33.42300211,36.57756267,0,15.92664956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67291375,0,17.39207083,19.15607439,31.42488523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.32915581,7.329145085,0,0,17.25144431,24.55230908,14.89749596,14.89749596,4.365990512,4.364990512,39.1594521,39.2254521,1.254498886,1.254498886,6.763612041,7.01821703,9.75182471,9.75182471,11.92562004,0,0,0,0,0,0,0,0,0,0,0,0,0,5.743256746,0,0,0,4.648723247,4.649723247,0,27.26393302,27.26393302,31.36988523,9.939185342,1.461337775,7.99782548,7.99782548,11.94062004,11.93962004,0,0,0,0,0,0,0,0,0,0,7.693354033,4.65638808,9.383437813,0,20.49530953,26.1195043,27.26393302,27.26393302,31.36988523,27.5822517,9.939185342,7.26321703,3.380983228,0,0,0,0,0,0,0,0,0,0,0,13.31421884,1.275184091,35.78408097,7.14510639,4.181349622,0,23.51798977,12.52523142,6.154180849,0,0,0,0,0,0,0,0,0,0,0,0,3.18544904,4.888939142,7.8635622,27.51375208,40.31394425,35.4980032,7.26421703,14.04111716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.90488587,18.01319004,18.48974652,0,9.829839874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24791375,13.44206908,12.78433636,3.304983228,0,0,0,18.80202575,0,0,13.44106908,0,0,0,0,0,0,2.660363066,0,2.323778219,11.99205813,0,0,0,0,0,0,0,0,0,0,0,1.362591843,0.454326746,1.616411916,0,13.76321884,36.93773003,29.30461227,25.78436168,24.14387097,27.06613482,3.230101419,0,0,0,0,0,0,0,0,0,0,0,0,0,12.81755775,14.89749596,3.496019724,27.9172517,8.303159296,17.54608666,2.320778219,32.24319963,0,0,38.84017288,0,0,14.04111716,0,0,0,7.26321703,10.35198021,23.51698977,26.45436168,0,37.99145101,2.325778219,10.35718534,9.879896838,4.064133208
X6,0,0,0,5.968510466,0,0,4.736146951,3.49570507,20.76354998,28.47568767,0,0,0,0,0,0,0,0,8.022293273,0,0,0,0,0,0,0,0,0,0,0,0,0,7.674649685,2.796514924,4.736146951,16.94922548,24.03424012,17.12844071,24.50781912,0,0,0,0,0,0,0,0,0,0,0,0,0.328199331,0.326199331,2.222419537,31.45873135,34.25888307,29.65549015,32.81005071,0,12.1591376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.90540179,0,13.62455887,15.38856243,27.65737327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.56164385,3.561633125,0,0,13.48393235,20.78479712,11.129984,11.129984,0.598478552,0.597478552,35.39194014,35.45794014,0,0,2.996100081,3.25070507,5.98431275,5.98431275,8.158108084,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975744786,0,0,0,0.881211287,0.882211287,0,23.49642106,23.49642106,27.60237327,6.171673382,0,4.23031352,4.23031352,8.173108084,8.172108084,0,0,0,0,0,0,0,0,0,0,3.925842073,0.88887612,5.615925853,0,16.72779757,22.35199234,23.49642106,23.49642106,27.60237327,23.81473974,6.171673382,3.49570507,0,0,0,0,0,0,0,0,0,0,0,0,9.546706881,0,32.01656901,3.37759443,0.413837662,0,19.75047781,8.75771946,2.386668889,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121427182,4.09605024,23.74624012,36.54643229,31.73049124,3.49670507,10.2736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13737391,14.24567808,14.72223456,0,6.062327914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48040179,9.674557121,9.016824399,0,0,0,0,15.03451379,0,0,9.673557121,0,0,0,0,0,0,0,0,0,8.224546173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995706881,33.17021807,25.53710031,22.01684972,20.37635901,23.29862286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.050045788,11.129984,0,24.14973974,4.535647336,13.7785747,0,28.47568767,0,0,35.07266092,0,0,10.2736052,0,0,0,3.49570507,6.58446825,19.74947781,22.68684972,0,34.22393905,0,6.589673382,6.112384878,0.296621248
X7,0,0,0,1.232363515,0,0,0,0,16.02740303,23.73954072,0,0,0,0,0,0,0,0,3.286146322,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938502734,0,0,12.21307853,19.29809317,12.39229376,19.77167217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7225844,29.52273612,24.9193432,28.07390376,0,7.422990652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16925484,0,8.88841192,10.65241548,22.92122632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8254969,0,0,0,8.747785401,16.04865017,6.393837045,6.393837045,0,0,30.65579319,30.72179319,0,0,0,0,1.248165799,1.248165799,3.421961133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76027411,18.76027411,22.86622632,1.435526431,0,0,0,3.436961133,3.435961133,0,0,0,0,0,0,0,0,0,0,0,0,0.879778902,0,11.99165062,17.61584539,18.76027411,18.76027411,22.86622632,19.07859279,1.435526431,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81055993,0,27.28042206,0,0,0,15.01433086,4.021572509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.01009317,31.81028534,26.99434429,0,5.537458245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40122696,9.509531134,9.986087614,0,1.326180963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.74425484,4.938410171,4.280677449,0,0,0,0,10.29836683,0,0,4.937410171,0,0,0,0,0,0,0,0,0,3.488399223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25955993,28.43407112,20.80095335,17.28070277,15.64021206,18.56247591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.313898837,6.393837045,0,19.41359279,0,9.042427747,0,23.73954072,0,0,30.33651397,0,0,5.537458245,0,0,0,0,1.848321299,15.01333086,17.95070277,0,29.4877921,0,1.853526431,1.376237927,0
X8,0,0,0,2.472805396,0,0,1.240441881,0,17.26784491,24.9799826,0,0,0,0,0,0,0,0,4.526588203,0,0,0,0,0,0,0,0,0,0,0,0,0,4.178944615,0,1.240441881,13.45352041,20.53853505,13.63273564,21.01211405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.96302628,30.763178,26.15978508,29.31434564,0,8.663432533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.40969672,0,10.1288538,11.89285736,24.1616682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.065938781,0.065928055,0,0,9.988227282,17.28909205,7.634278926,7.634278926,0,0,31.89623507,31.96223507,0,0,0,0,2.48860768,2.48860768,4.662403014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00071599,20.00071599,24.1066682,2.675968312,0,0.73460845,0.73460845,4.677403014,4.676403014,0,0,0,0,0,0,0,0,0,0,0.430137003,0,2.120220782,0,13.2320925,18.85628727,20.00071599,20.00071599,24.1066682,20.31903467,2.675968312,0,0,0,0,0,0,0,0,0,0,0,0,0,6.051001811,0,28.52086394,0,0,0,16.25477274,5.26201439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60034517,20.25053505,33.05072722,28.23478617,0.001,6.777900126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.641668841,10.74997301,11.22652949,0,2.566622844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98469672,6.178852051,5.521119329,0,0,0,0,11.53880872,0,0,6.177852051,0,0,0,0,0,0,0,0,0,4.728841103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.500001811,29.674513,22.04139524,18.52114465,16.88065394,19.80291779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.554340718,7.634278926,0,20.65403467,1.039942266,10.28286963,0,24.9799826,0,0,31.57695585,0,0,6.777900126,0,0,0,0,3.08876318,16.25377274,19.19114465,0,30.72823398,0,3.093968312,2.616679808,0
X9,0,0,0,0,0,0,0,0,0,7.71213769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27069014,0,3.74426914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518136,13.49533309,8.891940167,12.04650072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.893823285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021247139,0,0,0,0,14.62839016,14.69439016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.732871076,2.732871076,6.838823285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588442359,2.732871076,2.732871076,6.838823285,3.051189755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25301903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98269014,15.7828823,10.96694126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.40666808,4.773550321,1.253299735,0,2.535072873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.386189755,0,0,0,7.71213769,0,0,14.30911093,0,0,0,0,0,0,0,0,0,1.923299735,0,13.46038906,0,0,0,0
