"","15","45","65","85","85","263","22","84","84","104","104","105","203","23","165","16","24","66","67","68","83","83","144","166","184","204","229","265","266","29","46","49","73","74","86","86","107","108","108","109","109","126","145","146","150","167","168","185","191","207","208","209","210","226","244","248","264","286"
"X15",0,8.43297183851866,0.187999999999575,0,0,0.701104604206975,11.7657080080056,5.51671934096926,5.51671934096926,9.57946506083086,9.57946506083086,9.57946506083086,8.60980757184065,14.0622032971939,14.9246479092048,24.6449358350123,28.1976890490366,27.4826309930175,24.6449358350123,24.0694765024761,24.8030071263463,24.8030071263463,15.9244988720741,22.1062129594546,22.4897669088543,26.5650341528606,23.9304765024762,20.5948194846421,23.2454765024762,63.306431238187,27.6290293682441,64.3383918080662,63.141431238187,63.141431238187,72.2045336060269,72.2045336060269,71.9449286166118,69.9980294857068,69.9980294857068,62.9144312381867,62.9144312381867,58.7653792909813,36.6477065662144,69.0685886265191,62.0126874471387,79.5494679373792,69.9980294857068,79.8509675521707,62.9144312381867,75.6331794131104,61.7929556288135,64.8645834830649,71.2839954706125,62.7178727969598,28.9576127628515,64.6746729894351,27.085957866676,70.1629116907965
"X45",8.43297183851866,0,8.24497183851908,8.43297183851866,8.43297183851866,9.13407644272563,20.1986798465242,13.9496911794879,13.9496911794879,18.0124368993495,18.0124368993495,18.0124368993495,17.0427794103593,22.4951751357125,23.3576197477234,33.077907673531,36.6306608875553,35.9156028315361,33.077907673531,32.5024483409947,33.2359789648649,33.2359789648649,24.3574707105927,30.5391847979732,30.9227387473729,34.9980059913793,32.3634483409948,29.0277913231607,31.6784483409949,71.7394030767056,36.0620012067627,72.7713636465848,71.5744030767056,71.5744030767056,80.6375054445456,80.6375054445456,80.3779004551304,78.4310013242254,78.4310013242254,71.3474030767054,71.3474030767054,67.1983511294999,45.0806784047331,77.5015604650377,70.4456592856574,87.9824397758979,78.4310013242254,88.2839393906894,71.3474030767054,84.0661512516291,70.2259274673322,73.2975553215836,79.7169673091312,71.1508446354785,37.3905846013701,73.1076448279538,35.5189297051947,78.5958835293152
"X65",0.187999999999575,8.24497183851908,0,0.187999999999575,0.187999999999575,0.88910460420655,11.9537080080051,5.70471934096884,5.70471934096884,9.76746506083044,9.76746506083044,9.76746506083044,8.79780757184022,14.2502032971935,15.1126479092043,24.8329358350119,28.3856890490362,27.670630993017,24.8329358350119,24.2574765024756,24.9910071263459,24.9910071263459,16.1124988720737,22.2942129594541,22.6777669088538,26.7530341528602,24.1184765024757,20.7828194846417,23.4334765024758,63.4944312381866,27.8170293682436,64.5263918080657,63.3294312381866,63.3294312381866,72.3925336060265,72.3925336060265,72.1329286166114,70.1860294857063,70.1860294857063,63.1024312381863,63.1024312381863,58.9533792909808,36.835706566214,69.2565886265187,62.2006874471383,79.7374679373788,70.1860294857063,80.0389675521703,63.1024312381863,75.82117941311,61.9809556288131,65.0525834830645,71.4719954706121,62.9058727969594,29.1456127628511,64.8626729894347,27.2739578666756,70.3509116907961
"X85",0,8.43297183851866,0.187999999999575,0,0,0.701104604206975,11.7657080080056,5.51671934096926,5.51671934096926,9.57946506083086,9.57946506083086,9.57946506083086,8.60980757184065,14.0622032971939,14.9246479092048,24.6449358350123,28.1976890490366,27.4826309930175,24.6449358350123,24.0694765024761,24.8030071263463,24.8030071263463,15.9244988720741,22.1062129594546,22.4897669088543,26.5650341528606,23.9304765024762,20.5948194846421,23.2454765024762,63.306431238187,27.6290293682441,64.3383918080662,63.141431238187,63.141431238187,72.2045336060269,72.2045336060269,71.9449286166118,69.9980294857068,69.9980294857068,62.9144312381867,62.9144312381867,58.7653792909813,36.6477065662144,69.0685886265191,62.0126874471387,79.5494679373792,69.9980294857068,79.8509675521707,62.9144312381867,75.6331794131104,61.7929556288135,64.8645834830649,71.2839954706125,62.7178727969598,28.9576127628515,64.6746729894351,27.085957866676,70.1629116907965
"X85.1",0,8.43297183851866,0.187999999999575,0,0,0.701104604206975,11.7657080080056,5.51671934096926,5.51671934096926,9.57946506083086,9.57946506083086,9.57946506083086,8.60980757184065,14.0622032971939,14.9246479092048,24.6449358350123,28.1976890490366,27.4826309930175,24.6449358350123,24.0694765024761,24.8030071263463,24.8030071263463,15.9244988720741,22.1062129594546,22.4897669088543,26.5650341528606,23.9304765024762,20.5948194846421,23.2454765024762,63.306431238187,27.6290293682441,64.3383918080662,63.141431238187,63.141431238187,72.2045336060269,72.2045336060269,71.9449286166118,69.9980294857068,69.9980294857068,62.9144312381867,62.9144312381867,58.7653792909813,36.6477065662144,69.0685886265191,62.0126874471387,79.5494679373792,69.9980294857068,79.8509675521707,62.9144312381867,75.6331794131104,61.7929556288135,64.8645834830649,71.2839954706125,62.7178727969598,28.9576127628515,64.6746729894351,27.085957866676,70.1629116907965
"X263",0.701104604206975,9.13407644272563,0.88910460420655,0.701104604206975,0.701104604206975,0,11.0646034037986,4.81561473676229,4.81561473676229,8.87836045662388,8.87836045662388,8.87836045662388,7.90870296763367,13.3610986929869,14.2235433049978,23.9438312308054,27.4965844448296,26.7815263888105,23.9438312308054,23.3683718982691,24.1019025221393,24.1019025221393,15.2233942678671,21.4051083552476,21.7886623046473,25.8639295486537,23.2293718982692,19.8937148804351,22.5443718982692,62.60532663398,26.9279247640371,63.6372872038592,62.44032663398,62.44032663398,71.5034290018199,71.5034290018199,71.2438240124048,69.2969248814998,69.2969248814998,62.2133266339798,62.2133266339798,58.0642746867743,35.9466019620074,68.3674840223121,61.3115828429317,78.8483633331723,69.2969248814998,79.1498629479638,62.2133266339798,74.9320748089035,61.0918510246065,64.1634788788579,70.5828908664055,62.0167681927528,28.2565081586445,63.9735683852281,26.384853262469,69.4618070865895
"X22",11.7657080080056,20.1986798465242,11.9537080080051,11.7657080080056,11.7657080080056,11.0646034037986,0,6.2489886670363,6.2489886670363,2.1862429471747,2.1862429471747,2.1862429471747,3.15590043616492,2.29649528918832,3.1589399011992,12.8792278270068,16.431981041031,15.7169229850119,12.8792278270068,12.3037684944705,13.0372991183407,13.0372991183407,4.15879086406852,10.340504951449,10.7240589008487,14.7993261448551,12.1647684944706,8.82911147663652,11.4797684944707,51.5407232301814,15.8633213602385,52.5726838000606,51.3757232301814,51.3757232301814,60.4388255980214,60.4388255980214,60.1792206086062,58.2323214777012,58.2323214777012,51.1487232301812,51.1487232301812,46.9996712829757,24.8819985582089,57.3028806185135,50.2469794391331,67.7837599293737,58.2323214777012,68.0852595441652,51.1487232301812,63.8674714051049,50.0272476208079,53.0988754750594,59.518287462607,50.9521647889542,17.1919047548459,52.9089649814295,15.3202498586705,58.3972036827909
"X84",5.51671934096926,13.9496911794879,5.70471934096884,5.51671934096926,5.51671934096926,4.81561473676229,6.2489886670363,0,0,4.0627457198616,4.0627457198616,4.0627457198616,3.09308823087138,8.54548395622462,9.4079285682355,19.1282164940431,22.6809697080673,21.9659116520482,19.1282164940431,18.5527571615068,19.286287785377,19.286287785377,10.4077795311048,16.5894936184853,16.973047567885,21.0483148118914,18.4137571615069,15.0781001436728,17.728757161507,57.7897118972177,22.1123100272748,58.8216724670969,57.6247118972177,57.6247118972177,66.6878142650577,66.6878142650577,66.4282092756425,64.4813101447375,64.4813101447375,57.3977118972175,57.3977118972175,53.248659950012,31.1309872252452,63.5518692855498,56.4959681061694,74.03274859641,64.4813101447375,74.3342482112015,57.3977118972175,70.1164600721412,56.2762362878442,59.3478641420957,65.7672761296432,57.2011534559906,23.4408934218822,59.1579536484658,21.5692385257068,64.6461923498272
"X84.1",5.51671934096926,13.9496911794879,5.70471934096884,5.51671934096926,5.51671934096926,4.81561473676229,6.2489886670363,0,0,4.0627457198616,4.0627457198616,4.0627457198616,3.09308823087138,8.54548395622462,9.4079285682355,19.1282164940431,22.6809697080673,21.9659116520482,19.1282164940431,18.5527571615068,19.286287785377,19.286287785377,10.4077795311048,16.5894936184853,16.973047567885,21.0483148118914,18.4137571615069,15.0781001436728,17.728757161507,57.7897118972177,22.1123100272748,58.8216724670969,57.6247118972177,57.6247118972177,66.6878142650577,66.6878142650577,66.4282092756425,64.4813101447375,64.4813101447375,57.3977118972175,57.3977118972175,53.248659950012,31.1309872252452,63.5518692855498,56.4959681061694,74.03274859641,64.4813101447375,74.3342482112015,57.3977118972175,70.1164600721412,56.2762362878442,59.3478641420957,65.7672761296432,57.2011534559906,23.4408934218822,59.1579536484658,21.5692385257068,64.6461923498272
