,15,45,65,85,263,22,84,104,105,203,23,165,16,24,66,67,68,83,144,166,184,204,229,265,266,29,46,49,73,74,86,107,108,109,126,145,146,150,167,168,185,191,207,208,209,210,226,244,248,264,286
X15,0,0,0,0,0.701104604,11.76570801,5.516719341,9.579465061,9.579465061,8.609807572,14.0622033,14.92464791,16.1662109,12.61345768,13.32851574,16.1662109,24.0694765,16.00813961,15.92449887,18.70493377,22.48976691,14.24611258,23.9304765,20.21632725,23.2454765,51.24823206,27.2175379,57.70277388,51.41323206,51.41323206,42.35012969,42.60973468,44.55663381,51.64023206,55.78928401,31.30083025,45.48607467,62.01268745,35.00519536,44.55663381,34.70369575,51.64023206,38.92148389,52.76170767,49.69007982,43.27066783,51.8367905,25.88895451,57.3664927,24.25611498,44.39175161
X45,8.432971839,0,8.244971839,8.432971839,9.134076443,20.19867985,13.94969118,18.0124369,18.0124369,17.04277941,22.49517514,23.35761975,24.59918274,21.04642952,21.76148758,24.59918274,32.50244834,24.44111145,24.35747071,27.13790561,30.92273875,22.67908442,32.36344834,28.64929909,31.67844834,59.6812039,35.65050974,66.13574572,59.8462039,59.8462039,50.78310153,51.04270652,52.98960565,60.0732039,64.22225585,39.73380209,53.91904651,70.44565929,43.4381672,52.98960565,43.13666759,60.0732039,47.35445573,61.19467951,58.12305166,51.70363967,60.26976234,34.32192635,65.79946453,32.68908682,52.82472345
X65,0.188,0,0,0.188,0.889104604,11.95370801,5.704719341,9.767465061,9.767465061,8.797807572,14.2502033,15.11264791,16.3542109,12.80145768,13.51651574,16.3542109,24.2574765,16.19613961,16.11249887,18.89293377,22.67776691,14.43411258,24.1184765,20.40432725,23.4334765,51.43623206,27.4055379,57.89077388,51.60123206,51.60123206,42.53812969,42.79773468,44.74463381,51.82823206,55.97728401,31.48883025,45.67407467,62.20068745,35.19319536,44.74463381,34.89169575,51.82823206,39.10948389,52.94970767,49.87807982,43.45866783,52.0247905,26.07695451,57.5544927,24.44411498,44.57975161
X85,0,0,0,0,0.701104604,11.76570801,5.516719341,9.579465061,9.579465061,8.609807572,14.0622033,14.92464791,16.1662109,12.61345768,13.32851574,16.1662109,24.0694765,16.00813961,15.92449887,18.70493377,22.48976691,14.24611258,23.9304765,20.21632725,23.2454765,51.24823206,27.2175379,57.70277388,51.41323206,51.41323206,42.35012969,42.60973468,44.55663381,51.64023206,55.78928401,31.30083025,45.48607467,62.01268745,35.00519536,44.55663381,34.70369575,51.64023206,38.92148389,52.76170767,49.69007982,43.27066783,51.8367905,25.88895451,57.3664927,24.25611498,44.39175161
X263,0,0,0,0,0,11.0646034,4.815614737,8.878360457,8.878360457,7.908702968,13.36109869,14.2235433,15.46510629,11.91235308,12.62741114,15.46510629,23.3683719,15.307035,15.22339427,18.00382917,21.7886623,13.54500798,23.2293719,19.51522264,22.5443719,50.54712746,26.5164333,57.00166927,50.71212746,50.71212746,41.64902509,41.90863008,43.85552921,50.93912746,55.08817941,30.59972565,44.78497007,61.31158284,34.30409076,43.85552921,34.00259114,50.93912746,38.22037928,52.06060307,48.98897521,42.56956323,51.1356859,25.1878499,56.66538809,23.55501038,43.69064701
X22,0,0,0,0,0,0,0,0,0,0,2.296495289,3.158939901,4.40050289,0.847749676,1.562807732,4.40050289,12.30376849,4.242431599,4.158790864,6.939225766,10.7240589,2.480404572,12.16476849,8.450619241,11.47976849,39.48252405,15.45182989,45.93706587,39.64752405,39.64752405,30.58442169,30.84402668,32.79092581,39.87452405,44.023576,19.53512225,33.72036667,50.24697944,23.23948736,32.79092581,22.93798774,39.87452405,27.15577588,40.99599966,37.92437181,31.50495982,40.0710825,14.1232465,45.60078469,12.49040698,32.6260436
X84,0,0,0,0,0,6.248988667,0,4.06274572,4.06274572,3.093088231,8.545483956,9.407928568,10.64949156,7.096738343,7.811796399,10.64949156,18.55275716,10.49142027,10.40777953,13.18821443,16.97304757,8.72939324,18.41375716,14.69960791,17.72875716,45.73151272,21.70081856,52.18605454,45.89651272,45.89651272,36.83341035,37.09301534,39.03991447,46.12351272,50.27256467,25.78411091,39.96935533,56.49596811,29.48847602,39.03991447,29.18697641,46.12351272,33.40476455,47.24498833,44.17336048,37.75394849,46.32007116,20.37223517,51.84977336,18.73939564,38.87503227
X104,0,0,0,0,0,2.186242947,0,0,0,0,4.482738236,5.345182848,6.586745837,3.033992623,3.749050679,6.586745837,14.49001144,6.428674546,6.345033811,9.125468713,12.91030185,4.66664752,14.35101144,10.63686219,13.66601144,41.668767,17.63807284,48.12330882,41.833767,41.833767,32.77066463,33.03026962,34.97716875,42.060767,46.20981895,21.72136519,35.90660961,52.43322239,25.4257303,34.97716875,25.12423069,42.060767,29.34201883,43.18224261,40.11061476,33.69120277,42.25732544,16.30948945,47.78702764,14.67664992,34.81228655
X105,0,0,0,0,0,2.186242947,0,0,0,0,4.482738236,5.345182848,6.586745837,3.033992623,3.749050679,6.586745837,14.49001144,6.428674546,6.345033811,9.125468713,12.91030185,4.66664752,14.35101144,10.63686219,13.66601144,41.668767,17.63807284,48.12330882,41.833767,41.833767,32.77066463,33.03026962,34.97716875,42.060767,46.20981895,21.72136519,35.90660961,52.43322239,25.4257303,34.97716875,25.12423069,42.060767,29.34201883,43.18224261,40.11061476,33.69120277,42.25732544,16.30948945,47.78702764,14.67664992,34.81228655
