,3,19,40,50,51,54,75,90,91,110,111,112,128,132,151,152,153,192,193,214,215,224,232,239,249,254,272,290,295,89
X3,0,20.45784372,7.060937678,0,0,14.65796999,0,15.99718358,0.907884066,14.41129524,0,0,5.936876743,0,0,21.98225733,9.943222583,0,0,0,0,0,0,1.150817695,0,22.43125733,0,0,0,22.9971943
X19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.524413608,0,0,0,0,0,0,0,0,0,1.973413608,0,0,0,2.539350578
X40,0,13.39690605,0,0,0,7.597032311,0,8.936245898,0,7.350357559,0,0,0,0,0,14.92131965,2.882284905,0,0,0,0,0,0,0,0,15.37031965,0,0,0,15.93625662
X50,10.67223436,31.13007808,17.73317203,0,1.883363,25.33020434,9.108148615,26.66941793,11.58011842,25.08352959,8.411804503,8.158525282,16.6091111,8.157525282,6.493691971,32.65449169,20.61545694,6.935477642,6.493691971,6.395691971,6.395691971,0,6.132243343,11.82305205,0.111,33.10349169,3.325526431,6.073691971,8.891590173,33.66942866
X51,8.788871355,29.24671508,15.84980903,0,0,23.44684134,7.224785614,24.78605493,9.69675542,23.20016659,6.528441502,6.275162282,14.7257481,6.274162282,4.610328971,30.77112869,18.73209394,5.052114641,4.610328971,4.512328971,4.512328971,0,4.248880343,9.939689049,0,31.22012869,1.442163431,4.190328971,7.008227173,31.78606566
X54,0,5.799873736,0,0,0,0,0,1.339213587,0,0,0,0,0,0,0,7.324287344,0,0,0,0,0,0,0,0,0,7.773287344,0,0,0,8.339224314
X75,1.564085741,22.02192947,8.625023419,0,0,16.22205573,0,17.56126932,2.471969806,15.97538098,0,0,7.500962483,0,0,23.54634307,11.50730832,0,0,0,0,0,0,2.714903435,0,23.99534307,0,0,0,24.56128004
X90,0,4.460660149,0,0,0,0,0,0,0,0,0,0,0,0,0,5.985073756,0,0,0,0,0,0,0,0,0,6.434073756,0,0,0,7.000010726
X91,0,19.54995966,6.153053613,0,0,13.75008592,0,15.08929951,0,13.50341117,0,0,5.028992677,0,0,21.07437327,9.035338517,0,0,0,0,0,0,0.242933629,0,21.52337327,0,0,0,22.08931024
X110,0,6.046548488,0,0,0,0.246674752,0,1.585888339,0,0,0,0,0,0,0,7.570962095,0,0,0,0,0,0,0,0,0,8.019962095,0,0,0,8.585899065
X111,2.260429852,22.71827358,9.321367531,0,0,16.91839984,0.696344112,18.25761343,3.168313918,16.67172509,0,0,8.197306595,0,0,24.24268719,12.20365244,0,0,0,0,0,0,3.411247547,0,24.69168719,0,0,0.479785671,25.25762415
X112,2.513709073,22.9715528,9.574646751,0,0,17.17167906,0.949623332,18.51089265,3.421593138,16.92500431,0.253279221,0,8.450585815,0,0,24.49596641,12.45693166,0,0,0,0,0,0,3.664526768,0,24.94496641,0,0,0.733064891,25.51090338
X128,0,14.52096698,1.124060936,0,0,8.721093246,0,10.06030683,0,8.474418495,0,0,0,0,0,16.04538059,4.00634584,0,0,0,0,0,0,0,0,16.49438059,0,0,0,17.06031756
X132,2.514709073,22.9725528,9.575646751,0,0,17.17267906,0.950623332,18.51189265,3.422593138,16.92600431,0.254279221,0.001,8.451585815,0,0,24.49696641,12.45793166,0,0,0,0,0,0,3.665526768,0,24.94596641,0,0,0.734064891,25.51190338
X151,4.178542384,24.63638611,11.23948006,0,0,18.83651237,2.614456644,20.17572596,5.08642645,18.58983762,1.918112532,1.664833311,10.11541913,1.663833311,0,26.16079972,14.12176497,0.441785671,0,0,0,0,0,5.329360079,0,26.60979972,0,0,2.397898202,27.17573669
X152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0,0,0,1.01493697
X153,0,10.51462114,0,0,0,4.714747406,0,6.053960994,0,4.468072655,0,0,0,0,0,12.03903475,0,0,0,0,0,0,0,0,0,12.48803475,0,0,0,13.05397172
X192,3.736756714,24.19460044,10.79769439,0,0,18.3947267,2.172670973,19.73394029,4.644640779,18.14805195,1.476326861,1.223047641,9.673633456,1.222047641,0,25.71901405,13.6799793,0,0,0,0,0,0,4.887574408,0,26.16801405,0,0,1.956112532,26.73395102
X193,4.178542384,24.63638611,11.23948006,0,0,18.83651237,2.614456644,20.17572596,5.08642645,18.58983762,1.918112532,1.664833311,10.11541913,1.663833311,0,26.16079972,14.12176497,0.441785671,0,0,0,0,0,5.329360079,0,26.60979972,0,0,2.397898202,27.17573669
X214,4.276542384,24.73438611,11.33748006,0,0,18.93451237,2.712456644,20.27372596,5.18442645,18.68783762,2.016112532,1.762833311,10.21341913,1.761833311,0.098,26.25879972,14.21976497,0.539785671,0.098,0,0,0,0,5.427360079,0,26.70779972,0,0,2.495898202,27.27373669
X215,4.276542384,24.73438611,11.33748006,0,0,18.93451237,2.712456644,20.27372596,5.18442645,18.68783762,2.016112532,1.762833311,10.21341913,1.761833311,0.098,26.25879972,14.21976497,0.539785671,0.098,0,0,0,0,5.427360079,0,26.70779972,0,0,2.495898202,27.27373669
X224,10.85003188,31.3078756,17.91096956,0.177797522,2.061160523,25.50800187,9.285946137,26.84721545,11.75791594,25.26132711,8.589602025,8.336322804,16.78690862,8.335322804,6.671489493,32.83228921,20.79325446,7.113275164,6.671489493,6.573489493,6.573489493,0,6.310040865,12.00084957,0.288797522,33.28128921,3.503323953,6.251489493,9.069387696,33.84722618
