"","11","12","41","101","101","102","141","161","181","241","242","283"
"X11",0,9.54050008956581,5.17166153089159,13.0493218368739,13.0493218368739,9.11205146183889,10.5767392126822,11.144076489315,0,2.97809214732221,3.95088811357335,13.1915316779427
"X12",0,0,0,3.50882174730811,3.50882174730811,0,1.03623912311634,1.60357639974916,0,0,0,3.65103158837692
"X41",0,4.36883855867422,0,7.87766030598233,7.87766030598233,3.9403899309473,5.40507768179056,5.97241495842338,0,0,0,8.01987014705114
"X101",0,0,0,0,0,0,0,0,0,0,0,0.142209841068807
"X101.1",0,0,0,0,0,0,0,0,0,0,0,0.142209841068807
"X102",0,0.428448627726921,0,3.93727037503503,3.93727037503503,0,1.46468775084326,2.03202502747608,0,0,0,4.07948021610384
"X141",0,0,0,2.47258262419177,2.47258262419177,0,0,0.567337276632821,0,0,0,2.61479246526058
"X161",0,0,0,1.90524534755895,1.90524534755895,0,0,0,0,0,0,2.04745518862775
"X181",0.818804559201397,10.3593046487672,5.99046609009299,13.8681263960753,13.8681263960753,9.93085602104029,11.3955437718836,11.9628810485164,0,3.79689670652361,4.76969267277475,14.0103362371441
"X241",0,6.5624079422436,2.19356938356938,10.0712296895517,10.0712296895517,6.13395931451668,7.59864706535994,8.16598434199276,0,0,0.97279596625114,10.2134395306205
"X242",0,5.58961197599246,1.22077341731824,9.09843372330057,9.09843372330057,5.16116334826554,6.6258510991088,7.19318837574162,0,0,0,9.24064356436938
"X283",0,0,0,0,0,0,0,0,0,0,0,0
