Site_Num,County,Year,Township,Range,Sections,Stream,Habitat,Pool_Riffle,Substrate,Lat,Long,Topeka_Shiner
243_10,Lincoln,2017,109,45,36,Flandreau_Creek,off_channel,marsh_pool,,44.201,-96.323,0
244_1,Pipestone,2017,106,47,24,Tributary_Pipestone_Creek,in_channel,pool,,43.972,-96.432,1
245_1,Pipestone,2017,107,44,31,Rock_River,in_channel,channel_boarder_pool,,44.029,-96.174,1
246_1 ,Murray,2017,106,43,29,North_Branch_Chanarambie_Creek,in_channel,pool_,,43.954,-96.031,0
246_2 ,Murray,2017,106,43,29,North_Branch_Chanarambie_Creek,in_channel,bend_pool_,,43.955,-96.030,0
246_3 ,Murray,2017,106,43,29,North_Branch_Chanarambie_Creek,in_channel,bend_pool_,,43.957,-96.032,0
246_4 ,Murray,2017,106,43,29,North_Branch_Chanarambie_Creek,in_channel,bend_pool_,,43.958,-96.032,0
246_5 ,Murray,2017,106,43,29,North_Branch_Chanarambie_Creek,in_channel,dugout_pond_,,43.958,-96.032,1
247_1 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.858,-96.283,0
247_2 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.858,-96.282,0
247_3 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.859,-96.282,0
247_4 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.859,-96.281,0
247_5 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.859,-96.280,0
247_6 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.859,-96.280,0
247_7 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.860,-96.278,0
247_8 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.861,-96.277,0
247_9 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.861,-96.276,0
247_10 ,Pipestone,2017,105,45,32,Tributary_Poplar_Creek,in_channel,in-channel/MCB,,43.861,-96.275,0
248_1,Rock,2017,104,46,19,Tributary_Pipestone_Creek,in_channel,bend_pool,,43.792,-96.400,1
249_1 ,Rock,2017,103,46,1,Mound_Creek,in_channel,bend_pool_,,43.760,-96.296,0
249_2 ,Rock,2017,103,46,1,Mound_Creek,in_channel,bend_pool_,,43.760,-96.297,0
