Site_Num,County,Year,Township,Range,Sections,Stream,Habitat,Pool_Riffle,Substrate,Lat,Long,Topeka_Shiner
249_3 ,Rock,2017,103,46,1,Mound_Creek,in_channel,bend_pool_,,43.759,-96.297,0
249_4 ,Rock,2017,103,46,1,Mound_Creek,in_channel,pool_,,43.760,-96.299,0
249_5 ,Rock,2017,103,46,1,Mound_Creek,in_channel,glide_run/pool_,,43.759,-96.299,0
249_6 ,Rock,2017,103,46,1,Mound_Creek,in_channel,glide_run/pool_,,43.758,-96.298,0
249_7 ,Rock,2017,103,46,1,Mound_Creek,in_channel,glide_run_,,43.757,-96.296,0
249_8 ,Rock,2017,103,46,1,Mound_Creek,in_channel,dugout_pond_,,43.757,-96.295,0
249_9 ,Rock,2017,103,46,1,Mound_Creek,in_channel,bend_pool_,,43.755,-96.294,0
249_10 ,Rock,2017,103,46,1,Mound_Creek,in_channel,glide_run/pool_,,43.754,-96.295,0
250_1 ,Rock,2017,104,45,35,Mound_Creek,in_channel,pool_,,43.762,-96.197,0
250_2 ,Rock,2017,104,45,35,Mound_Creek,in_channel,glide_pool_,,43.763,-96.200,0
250_3 ,Rock,2017,104,45,35,Mound_Creek,in_channel,glide_pool_,,43.763,-96.201,0
250_4 ,Rock,2017,104,45,35,Mound_Creek,in_channel,off_channel_pool_,,43.763,-96.201,0
250_5 ,Rock,2017,104,45,35,Mound_Creek,in_channel,pool_,,43.763,-96.203,0
250_6 ,Rock,2017,104,45,35,Mound_Creek,in_channel,bend_pool_,,43.766,-96.202,0
250_7 ,Rock,2017,104,45,35,Mound_Creek,in_channel,pool_,,43.767,-96.202,0
250_8 ,Rock,2017,104,45,35,Mound_Creek,in_channel,bend_pool_,,43.768,-96.202,0
250_9 ,Rock,2017,104,45,35,Mound_Creek,in_channel,bend_pool_,,43.768,-96.203,0
250_10 ,Rock,2017,104,45,35,Mound_Creek,in_channel,bend_pool_,,43.769,-96.203,0
251_1,Rock,2017,104,44,33,Rock_River,in_channel,in-channel/MCB,,43.763,-96.127,1
252_1 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,pool_,,43.737,-96.100,0
252_2 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,pool_,,43.736,-96.102,0
252_3 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,pool_,,43.736,-96.103,0
252_4 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,bend_pool_,,43.735,-96.104,0
252_5 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,bend_pool_,,43.734,-96.103,0
252_6 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,bend_pool_,,43.734,-96.104,0
252_7 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,bend_pool_,,43.739,-96.101,0
252_8 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,main_channel_,,43.738,-96.102,0
252_9 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,main_channel_,,43.738,-96.103,0
252_10 ,Rock,2017,103,44,10,Tributary_Rock_River,in_channel,bend_pool_,,43.739,-96.103,0
253_1 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.789,-96.023,0
253_2 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.789,-96.024,0
253_3 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.788,-96.025,0
253_4 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,pool_,,43.788,-96.025,0
253_5 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.787,-96.025,0
253_6 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.787,-96.029,0
253_7 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,glide_run_,,43.788,-96.022,0
253_8 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.788,-96.021,0
253_9 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.787,-96.020,0
253_10 ,Pipestone,2017,104,43,29,Champepadan_Creek,in_channel,bend_pool_,,43.788,-96.020,0
254_1 ,Rock,2017,102,47,35,Beaver_Creek,off_channel,off_channel_pool_,,43.594,-96.439,0
254_2 ,Rock,2017,102,47,35,Beaver_Creek,in_channel,bend_pool_,,43.595,-96.440,0
254_3 ,Rock,2017,102,47,35,Beaver_Creek,in_channel,main_channel_border_,,43.595,-96.439,0
254_4 ,Rock,2017,102,47,35,Beaver_Creek,in_channel,bend_pool_,,43.595,-96.440,1
255_1,Rock,2017,101,45,14,Ash_Creek,in_channel,pool,,43.549,-96.196,1
256_1,Rock,2017,102,45,36,Rock_River,off_channel,off_channel_pool_,,43.595,-96.190,1
257_1,Rock,2017,102,44,30,Elk_Creek,in_channel,bend_pool,,43.607,-96.157,1
258_1,Rock,2017,102,44,29,Elk_Creek,in_channel,bend_pool,,43.610,-96.142,0
258_2,Rock,2017,102,44,29,Elk_Creek,in_channel,sidechannel_pool,,43.611,-96.140,0
258_3,Rock,2017,102,44,29,Elk_Creek,in_channel,bend_pool,,43.610,-96.140,1
259_1,Rock,2017,101,44,1,Kanaranzi_Creek,in_channel,in-channel/MCB,,43.579,-96.058,1
260_1,Nobles,2017,101,41,4,Little_Rock_River,in_channel,in-channel/MCB,,43.573,-95.757,0
260_2,Nobles,2017,101,41,9,Little_Rock_River,in_channel,in-channel/MCB,,43.572,-95.757,0
260_3,Nobles,2017,101,41,9,Little_Rock_River,in_channel,bend_pool,,43.572,-95.756,0
260_4,Nobles,2017,101,41,9,Little_Rock_River,in_channel,channel_boarder,,43.571,-95.757,0
260_5,Nobles,2017,101,41,9,Little_Rock_River,in_channel,channel_boarder,,43.571,-95.759,0
260_6,Nobles,2017,101,41,9,Little_Rock_River,in_channel,in-channel/MCB,,43.570,-95.760,0
260_7,Nobles,2017,101,41,4,Little_Rock_River,in_channel,bend_pool,,43.575,-95.759,0
260_8,Nobles,2017,101,41,4,Little_Rock_River,in_channel,bend_pool,,43.574,-95.758,0
260_9,Nobles,2017,101,41,4,Little_Rock_River,in_channel,main_channel,,43.574,-95.757,0
260_10,Nobles,2017,101,41,4,Little_Rock_River,in_channel,bend_pool,,43.573,-95.757,0
261_1,Pipestone,2018,107,46_47,6_7_1_12,Flandreau_Creek,in_channel,in-channel/MCB,,44.099,-96.428,0
261_2,Pipestone,2018,107,46_47,6_7_1_12,Flandreau_Creek,in_channel,in-channel/MCB,,44.098,-96.427,0
261_3,Pipestone,2018,107,46_47,6_7_1_12,Flandreau_Creek,in_channel,in-channel/MCB,,44.098,-96.427,0
261_4,Pipestone,2018,107,46_47,6_7_1_12,Flandreau_Creek,in_channel,in-channel/MCB,,44.098,-96.427,0
261_5,Pipestone,2018,107,46_47,6_7_1_12,Flandreau_Creek,off_channel,off_channel_pool_,,44.097,-96.428,1
262_1,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.162,-96.306,0
262_2,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.162,-96.305,0
262_3,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.162,-96.306,0
262_4,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.161,-96.306,0
262_5,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.160,-96.305,0
262_6,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.159,-96.305,0
262_7,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.158,-96.305,0
262_8,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.157,-96.304,0
262_9,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.157,-96.303,0
262_10,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,off_channel,off_channel_pool_,,44.156,-96.302,0
262_11,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.157,-96.301,0
262_12,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.156,-96.298,0
262_13,Pipestone,2018,108,45,18,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,,44.156,-96.298,0
263_1 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,pool_,,44.090,-96.265,0
263_2 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,pool_,,44.090,-96.265,0
263_3 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.090,-96.264,0
263_4 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,­­main_channel_border_,,44.090,-96.262,0
263_5 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,pool_,,44.091,-96.261,0
263_6 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.092,-96.262,0
263_7 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.092,-96.261,0
263_8 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.093,-96.261,0
263_9 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.093,-96.261,0
263_10 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.089,-96.266,0
263_11 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.089,-96.266,0
263_12 ,Pipestone,2018,107,45,8_9,North_Branch_Pipestone_Creek,in_channel,main_channel_border_,,44.089,-96.266,0
264_1,Pipestone,2018,106,46,7_8_18,Pipstone_Creek,in_channel,channel_boarder_pool,,43.994,-96.441,1
265_1,Pipestone,2018,106,46,5,North_Branch_Pipestone_Creek,in_channel,side_channel_pool,,44.010,-96.400,1
266_1,Rock,2018,106,46,18,Pipstone_Creek,in_channel,in-channel/MCB,,43.991,-96.419,0
266_2,Rock,2018,106,46,18,Pipstone_Creek,in_channel,in-channel/MCB,,43.991,-96.419,1
267_1,Pipestone,2018,107,44,34,East_Branch_Rock_River,off_channel,off_channel_pool_,,44.032,-96.111,1
268_1,Pipestone,2018,106,44,29,Rock_River,off_channel,off_channel_pool_,,43.960,-96.158,0
268_2,Pipestone,2018,106,44,30,Rock_River,in_channel,in-channel/MCB,,43.960,-96.157,0
268_3,Pipestone,2018,106,44,31,Rock_River,in_channel,in-channel/MCB,,43.959,-96.157,0
268_4,Pipestone,2018,106,44,32,Rock_River,in_channel,in-channel/MCB,,43.959,-96.157,0
268_5,Pipestone,2018,106,44,33,Rock_River,in_channel,in-channel/MCB,,43.957,-96.158,1
269_1 ,Pipestone,2018,105,44,4_33,Rock_River,off_channel,off_channel_pool_,,43.848,-96.126,0
269_2 ,Pipestone,2018,105,44,4_33,Rock_River,off_channel,off_channel_pool_,,43.848,-96.127,0
269_3 ,Pipestone,2018,105,44,4_33,Rock_River,off_channel,off_channel_pool_,,43.848,-96.127,0
269_4 ,Pipestone,2018,105,44,4_33,Rock_River,in_channel,main_channel,,43.848,-96.129,0
269_5 ,Pipestone,2018,105,44,4_33,Rock_River,in_channel,main_channel,,43.848,-96.129,0
269_6 ,Pipestone,2018,105,44,4_33,Rock_River,in_channel,main_channel_border,,43.849,-96.130,0
269_7 ,Pipestone,2018,105,44,4_33,Rock_River,in_channel,main_channel_border/pool,,43.849,-96.128,0
269_8 ,Pipestone,2018,105,44,4_33,Rock_River,in_channel,main_channel_border,,43.849,-96.127,0
269_9 ,Pipestone,2018,105,44,4_33,Rock_River,in_channel,main_channel_border,,43.850,-96.127,0
269_10 ,Pipestone,2018,105,44,4_33,Rock_River,in_channel,main_channel_border/pool,,43.851,-96.127,1
270_1,Pipestone,2018,105,44,8,Tributary_Rock_River,in_channel,main_channel_border/pool,,43.919,-96.165,1
271_1,Pipestone,2018,105,44,20_29,Rock_River,in_channel,main_channel_border/pool,,43.878,-96.150,1
272_1,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.737,-96.292,0
272_2,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.737,-96.291,0
272_3,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.737,-96.291,0
272_4,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.737,-96.290,0
272_5,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.737,-96.289,0
272_6,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.737,-96.289,0
272_7,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.737,-96.289,0
272_8,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.738,-96.291,0
272_9,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.739,-96.289,0
272_10,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.740,-96.288,0
272_11,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.740,-96.288,0
272_12,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.740,-96.288,0
272_13,Nobles,2018,103,45,7,Beaver_Creek,in_channel,main_channel_border/pool,,43.741,-96.289,0
273_1,Pipestone,2018,105,44,6,Tributary_Rock_River,in_channel,main_channel_border/pool,,43.933,-96.183,1
274_1,Rock,2018,103,44,30,Rock_River,off_channel,off_channel_pool_,,43.695,-96.146,1
275_1,Pipestone,2018,102,44,10,Elk_Creek,in_channel,main_channel_pool_,,43.660,-96.093,1
276_1 ,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.705,-95.993,0
276_2 ,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.705,-95.993,0
276_3 ,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.705,-95.993,0
276_4 ,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.705,-95.993,0
276_5 ,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.705,-95.992,0
276_6,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.705,-95.992,0
276_7,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.706,-95.992,0
276_8,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.706,-95.992,0
276_9,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.706,-95.992,0
276_10,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.707,-95.992,0
276_11,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.707,-95.992,0
276_12,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.707,-95.992,0
276_13,Nobles,2018,103,43,22,Elk_Creek,in_channel,main_channel_boarder,,43.708,-95.991,0
277_1 ,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border/pool,,43.571,-96.062,0
277_2 ,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.571,-96.062,0
277_3 ,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.571,-96.061,0
277_4 ,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.570,-96.060,0
277_5 ,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border/pool,,43.570,-96.060,0
277_6 ,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.568,-96.061,0
277_7,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.567,-96.064,0
277_8,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.567,-96.064,0
277_9,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.566,-96.064,0
277_10,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.566,-96.064,0
277_11,Rock,2018,101,44,12,Kanaranzi_Creek,in_channel,main_channel_border,,43.566,-96.063,0
278_1 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.660,-95.915,0
278_2 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.660,-95.916,0
278_3 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,side_channel,,43.660,-95.916,0
278_4 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,side_channel,,43.661,-95.916,0
278_5 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.661,-95.916,0
278_6 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.661,-95.917,0
278_7 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.661,-95.917,0
278_8 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.662,-95.917,0
278_9 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.661,-95.918,0
278_10 ,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.660,95.919,0
278_11,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.660,-95.919,0
278_12,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,off_channel_pool,,43.660,-95.920,0
278_13,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,off_channel_pool,,43.660,-95.920,0
278_14,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,off_channel_pool,,43.660,-95.920,0
278_15,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,off_channel_pool,,43.660,-95.920,0
278_16,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,off_channel_pool,,43.661,-95.920,0
278_17,Nobles,2018,102,42,6,Kanaranzi_Creek,in_channel,main_channel_border,,43.660,-95.923,0
279_1,Nobles,2018,101,42,35,Little_Rock_River,in_channel,main_channel_border/pool,,43.500,-95.849,0
279_2,Nobles,2018,101,42,35,Little_Rock_River,in_channel,main_channel_border/pool,,43.500,-95.849,0
279_3,Nobles,2018,101,42,35,Little_Rock_River,off_channel,off_channel_pool,,43.502,-95.850,1
280_1,Rock,2018,103,44,6,Tributary_Rock_River,in_channel,main_channel_border/pool,,43.757,-96.168,0
280_2,Rock,2018,103,44,6,Tributary_Rock_River,in_channel,main_channel_border/pool,,43.502,-95.850,1
281_1,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.529,-96.034,0
281_2,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.529,-96.034,0
281_3,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.528,-96.036,0
281_4,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.526,-96.037,0
281_5,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.525,-96.037,0
281_6,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.525,-96.037,0
281_7,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.524,-96.038,0
281_8,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.524,-96.038,0
281_9,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.524,-96.039,0
281_10,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.524,-96.039,0
281_11,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.523,-96.040,0
281_12,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.523,-96.040,0
281_13,Pipestone,2019,101,43,30,Norwegian_Creek,in_channel,main_channel_boarder,"coarse gravel, sand",43.523,-96.041,0
282_1,Pipestone,2019,106,44,29,Rock_River,,main_channel_boarder,"gravel, silt",43.961,-96.157,1
283_1,Lincoln,2019,109,47,13,Medary_Creek,,main_channel_boarder/pool,coarse gravel,44.248,-96.444,1
284_1,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.515,-96.092,0
284_2,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.516,-96.092,0
284_3,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.516,-96.092,0
284_4,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.517,-96.089,0
284_5,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.515,-96.093,0
284_6,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.513,-96.092,0
284_7,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.512,-96.094,0
284_8,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.511,-96.094,0
284_9,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.511,-96.096,0
284_10,Rock,2019,101,44,24,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel",43.512,-96.092,0
285_1,Rock,2019,104,44,21,Rock_River,,main_channel_boarder,"coarse gravel, silt, muck",43.790,-96.125,1
286_1,Pipestone,2019,105,46,34,Unnamed_Tributary_Split_Rock_Creek,,main_channel_boarder,"coarse gravel, silt, muck",43.852,-96.347,0
286_2,Pipestone,2019,105,46,34,Unnamed_Tributary_Split_Rock_Creek,,main_channel_boarder,"coarse gravel, silt, muck",43.852,-96.347,0
286_3,Pipestone,2019,105,46,34,Unnamed_Tributary_Split_Rock_Creek,,main_channel_boarder,"coarse gravel, silt, muck",43.852,-96.348,0
286_4,Pipestone,2019,105,46,34,Unnamed_Tributary_Split_Rock_Creek,,main_channel_boarder,"coarse gravel, silt, muck",43.852,-96.348,0
286_5,Pipestone,2019,105,46,34,Unnamed_Tributary_Split_Rock_Creek,,main_channel_boarder,"coarse gravel, silt, muck",43.852,-96.348,1
287_1,Nobles,2019,101,42,26,Little_Rock_Creek,,main_channel_boundry,,43.528,-95.846,1
288_1,Pipestone,2019,108,46,17,Willow_creek,,off_channel_pool,"silt, coarse gravel",43.158,-96.396,1
289_1,Pipestone,2019,105,44,8,Rock_River,,main_channel_pool,silt,43.919,-96.165,1
290_1,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.720,-96.279,0
290_2,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,side_channel,"coarse gravel, cobble",43.720,-96.279,0
290_3,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.721,-96.278,0
290_4,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.722,-96.279,0
290_5,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.721,-96.280,0
290_6,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.722,-96.283,0
290_7,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.721,-96.280,0
290_8,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.723,-96.284,0
290_9,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.724,-96.285,0
290_10,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.725,-96.285,0
290_11,Pipestone,2019,105,44,20_29,Unnamed_Tributary_Beaver_Creek,,main_channel_boarder,"coarse gravel, cobble",43.724,-96.288,0
291_1,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.659,-95.905,0
291_2,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.659,-95.905,0
291_3,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.659,-96.905,0
291_4,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.659,-96.905,0
291_5,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.659,-96.908,0
291_6,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.660,-96.908,0
291_7,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.659,-96.904,0
291_8,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.658,-96.903,0
291_9,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.655,-96.903,0
291_10,Nobles,2019,102,42,8,East_Branch_Kanaranzi_Creek,,off_channel_pool,,43.654,-96.903,0
292_1,Nobles,2019,101,42,24,Little_Rock_River,,main_channel_pool_,"sand, coarse gravel, sand",43.543,-95.817,1
293_1,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.597,-96.034,0
293_2,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.597,-96.035,0
293_3,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.597,-96.035,0
293_4,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.594,-96.037,0
293_5,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.592,-96.037,0
293_6,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.591,-96.038,0
293_7,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.590,-96.039,0
293_8,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.590,-96.039,0
293_9,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.590,-96.040,0
293_10,Nobles,2019,102,43,31,Kanaranzi_Creek,,main_channel_boarder,"sand, small coarse gravel, silt",43.590,-96.041,0
294_1,Rock,2019,102,44,30,Elk_Creek,,main_channel_boarder/pool,"sand, small corase gravel",43.602,-96.163,0
294_2,Rock,2019,102,44,30,Elk_Creek,,main_channel_boarder,"sand, small corase gravel",43.602,-96.163,0
